url,name,price,rating,number_of_reviews,asin,manufacturer,product_description,description
https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1690055243&sprefix=ba%2Caps%2C283&sr=8-34,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0,"6,013", B07F3X45WZ, ADISA,No product description,"Care Instructions: Hand Wash Only
Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo
Dimensions : LxWxH- 31 x 18 x 47 cms
Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)
No. of Compartments : 3 with full padding
NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)"
https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1690055243&sprefix=ba%2Caps%2C283&sr=8-35,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,₹245,4.0,"3,676",No ASIN,No manufacturer,No product description,"Strong stitching at major stress points provide long-lasting durability against daily activities
Adjustable shoulder strap
Main large compartment with double zip closure
High quality double zippers, easy to access
Highly water-resistant finish to save inner items from water splashes"
https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1690055243&sprefix=ba%2Caps%2C283&sr=8-36,ADISA 31 Ltrs Casual Backpack School College Bag Pack,₹399,3.8,124, B0BX3QFVSM, ADISA,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.","Material: Water Resistant Light-Weight Polyester
Compartments: 2 (padded) + 1 front easy-access pocket
Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)
Dimensions: LxWxH- 31 x 20 x 47 cms
Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjM2NTQ3OTMzMzU3NDc2OjE2OTAwNTUyNDM6c3BfYnRmOjIwMDc4NjQ0MjU4NDA3OjowOjo&url=%2FSafari-Laptop-Backpack-Resistant-Fabric%2Fdp%2FB09B25Z8M2%2Fref%3Dsr_1_37_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055243%26sprefix%3Dba%252Caps%252C283%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black,₹899,3.9,969, B09B25Z8M2, Safari Industries,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.","Care Instructions: Hand Wash Only
100% Polyester, High Quality, Durable and Water Resistant Fabric
2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook
Front storage pocket keeps smaller items neatly organized and easy to access
Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects
Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjM2NTQ3OTMzMzU3NDc2OjE2OTAwNTUyNDM6c3BfYnRmOjIwMTI5NTI5NzMzNTk4OjowOjo&url=%2FBackpack-Business-Backpacks-Charging-Resistant%2Fdp%2FB094DGXXR5%2Fref%3Dsr_1_38_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055243%26sprefix%3Dba%252Caps%252C283%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook","₹1,049",4.2,250, B094DGXXR5, Fur Jaden,No product description,"Multi-Organized Compartments & Pockets: One separate padded laptop compartment holds upto 15.6 Inch Laptops including gaming laptops. One spacious storage compartment roomy for daily necessities, electronics accessories, like pen, keys, books, clothes, etc.. Front compartment with many pockets which is perfect for some quick-access objects making your essentials organized and easy to find.
External USB Charging Port Design: With external extension USB charging port & built-in detachable charging cable, Fur Jaden 15.6 inch laptop backpack offers a more convenient way for you to charge your phone on the road.
Practical & Convenient: This backpack is designed to ensure comfortable airflow to your back and shoulders using back design with thick but soft multi-panel ventilated padding which is sweat resistant and gives you maximum back support. Ergonomics and adjustable S-shape padding shoulder straps relieve the stress of the weight on your shoulder. This also comes with an convenient well-padded top handle for ease of carrying the bag around.
Quality: This Fur Jaden business backpack for 15.6 Inch laptops is made of sturdy oxford fabric which is splash and water resistant and the bag dries quickly and keeps your things dry if caught in a light shower. We use durable and branded ABS buckles, high quality zips and other accessories which ensure a secure & long-lasting life. Perfect for business, travel, outdoor activities, school and college. Ideal gift for men & women.
Warranty: 1 Year Manufacturer Warranty against Defects"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzcwMzM3MzczNDYwMDY3OjE2OTAwNTUyNTA6c3BfYXRmX25leHQ6MjAxNjcxNTQ5ODExOTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_33_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055250%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"₹2,499",4.4,7, B0B4JNV37M, EUME Lifetsyle Pvt Ltd,No product description,"2 Large Compartments 1 Easy access front Pocket with organizer section & 2 mesh side pocket
Capacity : 36 L ; Dimensions : 13X9X19 Inch (LXWXH)
Pretty much everything on this backpack is heavily padded. The laptop compartment is also super protective, so there's no need to worry about your laptop getting all banged and damaged. These bags are made of long lasting fabric and their stylish designs help you to make the best impression. It's features are such to make sure that every day is bright and organized.
Laptop pocket designed for your laptops to give them maximum security. It comes with Ipad Pocket and Pen Pocket which aids in organising your things systematically. A comfortable breathable back and straps to strengthen your shoulder and hence ensures durability.
A roller bag sleeve added feature to make your travelling even more comfortable and convenient. It is water resistance also so that your backpack never loses its good look."
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzcwMzM3MzczNDYwMDY3OjE2OTAwNTUyNTA6c3BfYXRmX25leHQ6MzAwMDE2NjE4MTk2NDMyOjowOjo&url=%2FZEBRONICS-Techshield-A3-Compartment-Backpacks%2Fdp%2FB0C6QTQCHB%2Fref%3Dsr_1_34_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055250%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags (Grey)",₹799,No rating,No reviews,No ASIN,No manufacturer,"ZEBRONICS Techshield A3, 23 Liters 2 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop Polyester Fabric Office Use and Mini Business Travel Bags","The Zebronics Techshield A3 backpack comprises of spacious compartments, front pocket with multi utility compartment.
The bags capacious multi utility compartment is constructed with daily necessities and other electronics accessories.
It has a vast middle compartment and can be use for travelling and still can have space for belongings,adjustable straps and strong loop handle that makes the bags easier to hang anywhere.
It is water-resistant, good quality zipper, light Weight, and has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.
› See more product details"
https://www.amazon.in/Lunars-V-Line-Resistant-Bagpack-College/dp/B08BP5CYDV/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-35,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",₹799,4.1,"2,629", B08BP5CYDV, Lunar's,No product description,"MADE IN INDIA - This “MAKE IN INDIA” backpack for men has features of 3 large zippered compartments, 1 vertical long zip pocket at front, 1 water bottle /umbrella pocket. This backpack for men is suitable for casual usage, school/college/travel etc. In deed a perfect all-rounder backpack, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. Great value !!
LOTS OF STORAGE SPACE – The school bags for boys front compartment has space for keeping tiffin box. Front pocket gives easy access to wallet / key chains/ stationary. Second and Third compartment are very spacious for keeping long books, files, binders and spacious enough to hold your Travel / Trip cloths. The base of college bag for women is made with 100% super strong 900D polyester fabric to protect your bag during daily use.
COMFY & STURDY – This backpack for men has comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Office bag for men is breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on; Age Range Description: Adult; Special Features: Water Bottle Umbrella Pouch.
SIZE & FEATURES - Compartment Description: Not Laptop Compatible; Pattern Name: Solid; Size: 19 inch X 13 inch X 8.75 inch. Capacity : 35 litres.
WATER RESISTANT WITH 1 YEAR WARRANTY – This college bags for men is stylish and durable backpack for school /college, daily casual use and travel. College bag for girls are made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects."
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMVV77/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-36,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,₹843,4.0,"6,082", B07XVMVV77, Atulitu Agency,No product description,"Care Instructions: Hand Wash Only
MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.
DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.
COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.
Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket
Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof"
https://www.amazon.in/STRABO-Cooper-Laptop-Bag-Capacity/dp/B0BX9SVT1D/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-37,"STRABO Cooper for Boys Girls Stylish Men and Women Casual 15"" inch 25L CANVAS Laptop BACKPACK | Office, College, Travel Bag",₹699,4.4,50, B0BX9SVT1D, STRABO BAGS AND ACCESSORIES LLP,"Strabo Cooper is a classy Laptop Backpack, ergonomically designed for all ages, genders and purposes which houses everything in one large compartments & one exterior pocket.This backpack is especially designed for today's fast paced world,where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips.","Care Instructions: Hand Wash Only
One Main compartment and Laptop Compartment with front pocket & 2 side bottle sleeves
Dimensions 45 x 32 x 17 cm
Capacity 20L
Premium YKK zippers"
https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-38,DEIN KLEIDER Men's Nylon Messenger Bag,₹349,4.0,"5,131", B084ZHP97M,No manufacturer,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.","ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.<br>
WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.<br>
CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.<br>
Outer Material Type: Nylon"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-39,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),₹448,4.3,"13,084",No ASIN,No manufacturer,No product description,"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex
Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps
Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks
Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket
Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry
› See more product details"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-40,ADISA Laptop Backpack 31 Ltrs,₹499,4.0,"8,962", B07G3CG9FC, ADISA,No product description,"Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo
NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)
Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)
Compartments: 2 with full padding; Front Easy-Access Pocket
Dimensions : L x W x H- 12 x 7 x 18 inches"
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-41,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",₹319,4.1,"9,457",No ASIN,No manufacturer,No product description,"Made of multi-coated 600D polyester Material ; Water Repellent
Dimension: 38cm x 26cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters
Small Size backpack; Laptop Compatibility: No
This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more
With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books
6 months limited warranty
› See more product details"
https://www.amazon.in/Amazon-Basics-Anti-theft-College-Backpack/dp/B0C8NWKRRH/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-42,"Amazon Basics Slope Basics Black Anti-theft 15.6 inches Laptop Bag, Office/College Backpack",₹869,4.5,213,No ASIN,No manufacturer,1 Spacious Padded compartment,"This Anti-Theft Backpack apply anti-theft design technology. Zipper of main pocket is fully hidden in the back of this bag ,no theft will easily open your backpack.
15.5 Inch Laptop Compartment
1 Spacious Padded compartment
Fabric : 500D Plain polyetser,600D Fabric ,200D PU coated Polyester lining
Dimension : 47 X 30 X 17 (CM), Capacity : 23 L
› See more product details"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzcwMzM3MzczNDYwMDY3OjE2OTAwNTUyNTA6c3BfbXRmOjMwMDAxNjYxODE5NjczMjo6MDo6&url=%2FZEBRONICS-Compartment-Backpacks-15-6-inch-Polyester%2Fdp%2FB0C6QNNPMM%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055250%26sprefix%3Dba%252Caps%252C283%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)",₹499,No rating,No reviews,No ASIN,No manufacturer,"ZEBRONICS Camp1, 14 Liters, 1 Compartment Laptop Backpacks Fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Grey)","The zebronics Camp 1 comes with 1 compartments,utility pocket and with padded straps for easy to carry.
It has capacious multi utility front pocket that is constructed to keep your essentials for quick access.
The main compartment can easily accommodate a days clothing,books,wallet and perfume and gets you going without any hassle of space
Water-resistant, good quality zipper, Light Weight
It has a Padded Adjustable Shoulder Straps and a trolley support strap for maximum comfort and to make your travel journey happier.
› See more product details"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NzcwMzM3MzczNDYwMDY3OjE2OTAwNTUyNTA6c3BfbXRmOjIwMTU2MTY1OTg5Mjk4OjowOjo&url=%2FSwiss-Military-Travel-Backpack-Hardshell%2Fdp%2FB0C3MH4NDY%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690055250%26sprefix%3Dba%252Caps%252C283%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop","₹3,899",3.5,6, B0C3MH4NDY," Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020","Swiss Military Hard Shell Travel Backpack
Unique Diamond Cut ABS Hard-shell Design.
Accommodates up to 15.6"" Laptop.
Kissing Zip Pullers for Locking Mechanism.
Separate Compartment for IPad / Notebook.
Velcro Flap to Prevent 180° Opening.
Elasticated File / Documents Holder.
180° Opening for Peking / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.
Spacious Garments / Files Pocket for Overnight Travel.
Miscellaneous Storage pockets for organizing ease.
Premium Padded Back Mesh Panel for Extra Comfort.
Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle.
Measurement:-
Dimensions: L33 x W19 x H50(cm) Approx.
Capacity: 32 L
Net Weight: 1.40 KG
Material: ABS","Care Instructions: Wipe with Dry Cloth
Unique Diamond Cut ABS Hard-shell Design. Accommodates Upto 15.6"" Laptop.
Kissing Zip Pullers for Locking Mechanism. Separate Compartment for IPad / Notebook.
Velcro Flap to Prevent 180° Opening. Elasticated File / Documents Holder. 180° Opening for Packing / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.
Spacious Garments / Files Pocket for Overnight Travel. Miscellaneous Storage pockets for organizing ease.
Premium Padded Back Mesh Panel for Extra Comfort. Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle."
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-45,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹799,3.8,"2,969", B09B26VHXV, Safari Industries,No product description,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.
FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access
MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella
COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps; WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects
Age Range Description: Adult; Closure Type: Zipper"
https://www.amazon.in/Hammonds-Flycatcher-Leather-Messenger-LB190BRN/dp/B083M1QK32/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-46,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"₹5,255",4.4,570, B083M1QK32, Hindustan Foam,No product description,"Genuine Leather: This laptop bag for men / office bag for men/Laptop Backpack is made of 100% Full Grain Genuine Leather, making it the perfect accessory for office, travel, and daily use. The high-quality leather not only ensures longevity but also adds a touch of elegance to your style. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.
Spacious and Organized: The HAMMONDS FLYCATCHER Shoulder Bag for Men offers ample space and smart organization. With its 1 main compartment, padded laptop compartment, inner zipper pocket, mobile pocket, wallet pocket, pen slots, front pockets, side pockets, and back zipper pocket, this bag keeps your belongings organized. Dimensions: 40cm (L) x 14cm (W) x 30cm (H). Perfect as a shoulder bag for travel and a laptop bag for men.
Water-Resistant and Travel-Friendly: The HAMMONDS FLYCATCHER Office Bag for Men, a leather bag for men, is water-resistant and travel-friendly. It features comfortable leather handles and padded, removable, adjustable shoulder straps for convenient carrying during your daily commute or travel adventures.
Perfectly Fits Your Laptop: The HAMMONDS FLYCATCHER Messenger Bag, also serving as a shoulder bag, hand bag, and executive bag, is designed to accommodate 14/15.6/16-inch laptops, including MacBook and notebooks. This bag ensures a secure and snug fit for your valuable device, providing excellent protection during travel, work, or daily commutes. Its versatile design and functionality make it an ideal choice for professionals on the move.
Perfect Gift: This office bag for men / Hand Bag for Men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag / Hand Bag for Men makes a great gift for professionals, artists, students, and all sorts of officials."
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-47,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9,"3,217", B0BJ32LQ6X, Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.","Care Instructions: Hand Wash Only
This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.
Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.
Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.
Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.
FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc"
https://www.amazon.in/Lavie-Sport-Duffle-Luggage-Wheeler/dp/B0992JCN1W/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-48,Lavie Sport Lino M Duffle Wheeler Bag for Travel | 2 Wheel Luggage Bag | Travel Bag with Adjustable Handle,₹749,3.8,"3,269", B0992JCN1W, Bagzone Lifestyle Pvt Ltd,No product description,"The Lino M wheel Duffle Bag from Lavie Sport is a voluminous yet lightweight travel duffle. Made of high quality and durable materials, it provides the same function as a large-sized suitcase.Perfect travel duffle for weekend getaways.
Built to last: This duffle bag for travel features a fully lined interior and is built with high-quality polyester fabric for utmost durability. Made from water repellent & wear-resistant material & premium zippers, makes it a super durable and lightweight all-weather travel duffle bag.
Plenty of Space & Easy to carry: The front side features a zippered pocket that is perfect to store quick access essentials. Lino luggage bags for travel has sturdy heavy-duty treaded rubber wheels in a protective wheel housing for smooth mobility and maximum durability.
External Dimension: Length – 53cm, Width – 24cm Height – 29cm, Weight – 1.8 Kg Capacity – 50 litres.
Manufacturer warranty - 2 years"
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1690055250&sprefix=ba%2Caps%2C283&sr=8-49,"TABELITO Casual Laptop Backpack 15.6-inch, 25 LTR Water Repellent",₹549-,4.0,682, B08Y5S6C2P, Tabelito Trade India,No product description,"Care Instructions: Wipe with Damp Cloth
PERFECT SIZE & STORAGE SPACE: This laptop backpack is the ideal size to store your 15.6-inch, 15-inch or 14-inch laptop as well as other items. Convenient main compartments for clothes, folders, and books, an iPad, and other items. Keep your phone and money in the pockets. School bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack
Front two slanted pockets on Tabelito laptop backpacks are ideal for quick items like your work ID, powerbank, phone charger and cables or wallet. Your belongings are organised with keys for an open door, two side pockets for a water bottle, and a small umbrella. It can be used as a backpack for males, a women's backpack or a school bag for girls. You can give it to males as a present. luggage for travel
COMFORTABLE & STURDY: Made of WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, reduce shoulder stress, basic but comfortable back design offers your wonderful back support, making your working, trip, and travelling more convenient wherever you go. You might use it as a men's office bag.
Light-weight carrying and ideal for weekend excursions, back-to-school, outdoor activities, and college bags for men, among other things;
Sized at 20 x 12.2 x 5.7 inches, this multipurpose bag is the ideal size to tuck under your seat while flying or on a business trip. Ideal for college back to school, conveniently storable. A excellent option for a work laptop bag, a business laptop bag, a laptop bag for men and women, as well as a gift bag for travellers, boyfriends, girlfriends, and men."
